file_base,cluster,time_min,cytokine,TSNE1,TSNE2
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,5,15,CD3,5.39324090091224,-24.5365626044549
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,12,15,CD3,-1.82130912128969,-27.4029959332758
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,11,15,CD3,42.4093860530958,-2.31630902172673
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,15,15,CD3,-4.65420587728755,-22.6598485090816
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,6,15,CD3,-16.353489209096,-24.6512648868436
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,16,15,CD3,-10.1219661716042,-23.6741722040502
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,1,15,CD3,4.694088118716,-18.7425653893854
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,7,15,CD3,-20.7705328680398,-26.1209041682494
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,8,15,CD3,-2.09373432701384,-21.614743416341
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,20,15,CD3,2.02108081277194,-41.1573934187199
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,10,15,CD3,-15.9277783652006,-24.9789974175782
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,2,15,CD3,4.82590686896658,-18.3567665874843
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,4,15,CD3,8.13232343944721,-22.0671066987157
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,17,15,CD3,-6.5345016457836,-25.0746303994873
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,18,15,CD3,6.00628935788613,-26.2902765460152
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_15min.fcs,13,15,CD3,-21.030951228496,-23.9412020702877
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,15,2,CD3,-7.67425259639017,-24.2043348682437
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,11,2,CD3,42.8299393261467,-2.40943078630948
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,9,2,CD3,-7.6662937529879,-23.9562128083337
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,12,2,CD3,-3.35489241916715,-28.7204144145559
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,4,2,CD3,6.56053256446666,-22.1067720181237
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,5,2,CD3,4.73953487948489,-24.7171040323521
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,3,2,CD3,-25.3148751080745,-20.0586205706852
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,6,2,CD3,-20.1429938450068,-23.4185063304571
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,16,2,CD3,-12.0038180308464,-23.330478445803
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,19,2,CD3,-3.75645521945563,-28.7221159928891
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,1,2,CD3,3.9221511399705,-18.7999914415712
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,7,2,CD3,-20.6959572574393,-26.1826208806666
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,17,2,CD3,-11.8163019966541,-25.3637071281669
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,14,2,CD3,-11.8412360913886,-25.144620787646
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,18,2,CD3,5.66641104469733,-25.9057454871409
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,2,2,CD3,4.28441768528126,-18.0840273466436
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,10,2,CD3,-17.5609788767535,-24.9849740771485
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,8,2,CD3,-1.45231237561611,-20.780865040769
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,20,2,CD3,1.40447963903117,-41.5103699653717
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_2min.fcs,13,2,CD3,-17.5993971483992,-25.1839337309119
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,9,30,CD3,-7.17542171991742,-25.7935329871611
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,15,30,CD3,-7.42886949699614,-25.7431144468383
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,20,30,CD3,1.62039795298012,-41.5278714758477
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,1,30,CD3,2.90626265839632,-19.9058645622795
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,3,30,CD3,-24.9017623656577,-19.9764185917002
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,7,30,CD3,-22.5097322431552,-23.4376257608482
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,5,30,CD3,-3.34960672203035,-28.2847473579102
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,16,30,CD3,-18.6662816230294,-24.8378784069266
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,19,30,CD3,-7.35066370148507,-27.9978475919347
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,14,30,CD3,-19.2681257193775,-24.9759232169448
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,12,30,CD3,-7.08992223645518,-27.5452933803562
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,6,30,CD3,-19.5436939743931,-24.6854797821602
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,11,30,CD3,40.9841768754132,-3.23653048786798
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,8,30,CD3,-6.44598923393128,-26.0920896243779
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,4,30,CD3,4.9122217585311,-21.1348026509435
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,18,30,CD3,4.86818588752451,-26.8009253728955
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,2,30,CD3,2.92700407185399,-19.91874318706
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,10,30,CD3,-22.3098434511376,-23.171536941874
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,17,30,CD3,-6.98052460913355,-26.256805266006
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_30min.fcs,13,30,CD3,-24.1856653791678,-19.2679051377331
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,19,5,CD3,-1.22469023686937,-28.2887644959449
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,7,5,CD3,-20.7307108157068,-26.2540826794537
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,5,5,CD3,5.30149625749,-24.5033396377386
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,18,5,CD3,6.53709937383014,-25.1344436552127
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,3,5,CD3,-24.0410670964009,-21.246321303374
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,15,5,CD3,-4.69383109111935,-21.7303259657144
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,16,5,CD3,-8.6625740345208,-22.6655188291561
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,12,5,CD3,-1.36643045548703,-28.2515496300461
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,14,5,CD3,-8.96286792677469,-24.2587763701778
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,9,5,CD3,-4.56711788412432,-21.4871822345142
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,6,5,CD3,-15.6322611981174,-23.5874177920242
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,1,5,CD3,5.51208451056572,-17.7808588495624
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,11,5,CD3,42.8118632237057,-2.42727599100878
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,20,5,CD3,1.63477734831908,-41.4402462288371
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,13,5,CD3,-21.1651097068562,-26.4927180704096
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,17,5,CD3,-0.659999947762945,-20.7298752975364
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,2,5,CD3,5.71041643419467,-17.4647266691768
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,4,5,CD3,8.96026627846687,-21.615269268481
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,8,5,CD3,-0.532229316025789,-20.3932640571569
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_5min.fcs,10,5,CD3,-9.65319332971925,-22.3828604895183
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,15,60,CD3,-21.3988143731808,-7.24759309217992
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,10,60,CD3,-26.819999597265,-11.3246145548631
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,7,60,CD3,-27.1210345161812,-11.9006283178307
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,6,60,CD3,-26.3025091536884,-10.6107260685063
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,9,60,CD3,-21.2088337343747,-7.15162645474538
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,19,60,CD3,-22.0660054138302,-6.28132404599325
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,12,60,CD3,-22.0861771536151,-6.6731647655573
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,14,60,CD3,-22.7811013372141,-7.97803849168573
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,11,60,CD3,-12.1541114628533,-16.2845954125963
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,16,60,CD3,-25.1595736923479,-9.58273030708888
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,4,60,CD3,-17.9411614177798,-6.92961137674168
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,18,60,CD3,-2.03638628104001,-24.3705401381801
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,5,60,CD3,-22.2540172719153,-7.42091735452533
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,20,60,CD3,1.47952891642422,-42.375786203708
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,2,60,CD3,-20.4908200165161,-7.11907155272074
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,13,60,CD3,-26.5017685209835,-10.2341387954737
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,3,60,CD3,-27.5226684712698,-12.6195433018768
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,1,60,CD3,-20.1438314537779,-7.14484544392857
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,17,60,CD3,-22.1523456526548,-8.33032709565744
Batch_1_20250917_pTCR_cHCV_Sample3_P2_CD3.28_60min.fcs,8,60,CD3,-21.0221397214043,-6.74208285242827
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,11,,UNSTIM,42.8802513096522,-2.44096179188831
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,5,,UNSTIM,5.72132639470945,-23.8355485023375
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,6,,UNSTIM,-15.2482971311594,-28.2981606913445
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,15,,UNSTIM,-11.3215443116586,-28.1664929530529
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,3,,UNSTIM,-24.2797556986049,-21.0442106529099
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,10,,UNSTIM,-14.8170198988333,-28.3021460182753
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,12,,UNSTIM,-12.1771971024254,-30.6348008996397
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,7,,UNSTIM,-15.5727602553807,-24.6108328235928
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,14,,UNSTIM,-13.8462461055829,-29.0750123978181
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,2,,UNSTIM,3.85570118833816,-17.2192660680684
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,16,,UNSTIM,-11.5531728213093,-28.0345042941237
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,9,,UNSTIM,-11.4230603601187,-28.1440145069057
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,8,,UNSTIM,4.48727997543311,-12.9802891668315
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,19,,UNSTIM,-12.3398355354076,-30.6290504990962
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,1,,UNSTIM,4.19763066374512,-18.341560598993
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,20,,UNSTIM,2.5515488122763,-40.6351030262569
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,4,,UNSTIM,7.10027539141285,-21.9554468531104
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,17,,UNSTIM,-13.9295730952913,-29.2966313960281
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,18,,UNSTIM,7.08617714473242,-24.6198552942201
Batch_1_20250917_pTCR_cHCV_Sample3_P2_unstim-2.fcs,13,,UNSTIM,-24.5049463085041,-19.8058626279869
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,19,0,CD3,19.0626586786882,26.1543328052839
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,15,0,CD3,4.04974848443802,37.7654469387074
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,5,0,CD3,21.1822635998774,18.8116227882769
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,1,0,CD3,14.6874017689588,30.5893237231835
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,6,0,CD3,-17.9605401653235,36.6178946061569
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,12,0,CD3,19.1783357445031,26.2340556443999
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,3,0,CD3,-18.709897427729,30.1282771043326
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,7,0,CD3,1.91744545451449,37.3590270554057
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,11,0,CD3,39.1208328177255,2.59561098809552
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,2,0,CD3,14.0373091758432,30.5365305596105
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,9,0,CD3,4.10813286233933,37.9379958430215
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,17,0,CD3,17.0829700828728,26.7544746617768
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,16,0,CD3,-11.9666948042041,37.1969642970712
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,8,0,CD3,4.95694553397937,37.889980959006
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,4,0,CD3,29.7638432022499,6.77058671463272
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,18,0,CD3,27.1341980967896,-0.96372950110788
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,10,0,CD3,-12.587571163514,37.350050794415
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,14,0,CD3,4.65715864129809,38.1497553431987
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,20,0,CD3,0.936712347869097,-45.4545851214688
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_0min.fcs,13,0,CD3,-13.0624387668502,36.7689755996458
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,12,10,CD3,18.9989707199288,24.7060279652538
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,19,10,CD3,18.9673503392398,24.6648556048227
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,7,10,CD3,2.82375049272679,36.4987642163035
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,16,10,CD3,-11.4032693917021,36.1512387760928
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,6,10,CD3,-17.3662015815694,36.338735212153
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,5,10,CD3,21.0619866071969,17.9949269410288
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,11,10,CD3,37.9692376211222,2.4481088051608
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,4,10,CD3,29.2521792826728,6.92582239095407
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,9,10,CD3,4.40366434695208,35.6009017672441
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,1,10,CD3,13.0927533848496,31.0279131321281
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,3,10,CD3,-16.726031036557,29.4700809751405
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,14,10,CD3,5.43371807092175,35.752081423019
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,10,10,CD3,-12.7114672902638,35.2887945575445
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,15,10,CD3,4.98072818419272,35.1520439479008
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,2,10,CD3,12.9027316950986,31.4234267191755
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,17,10,CD3,15.0435447041277,25.2307410563538
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,8,10,CD3,7.26124586135691,34.3994699656268
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,18,10,CD3,27.2461838849204,-0.849624013668831
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,13,10,CD3,-12.5617596592723,33.7937525641
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_10min.fcs,20,10,CD3,1.75056416393819,-45.3105480564841
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,5,15,CD3,21.1104798656859,17.8475809508643
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,15,15,CD3,4.95541683353594,34.677803327023
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,2,15,CD3,11.3543625092727,32.29023221065
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,1,15,CD3,11.4124899821749,32.2031608727129
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,16,15,CD3,-11.5987210777345,36.5258209987573
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,9,15,CD3,4.70750452517247,35.0332532657418
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,7,15,CD3,3.04016025086133,36.181537214076
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,6,15,CD3,-17.2669556435674,36.308665706851
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,11,15,CD3,37.3597288996186,2.5968701157509
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,12,15,CD3,19.2777442350352,23.3430077668929
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,19,15,CD3,19.1216349625646,23.651064722388
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,14,15,CD3,4.96786249404663,34.4944614216572
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,3,15,CD3,-16.228693231105,29.6907545876939
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,18,15,CD3,27.3264595136895,-1.23711250589645
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,8,15,CD3,6.79425230239144,34.1781179683878
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,17,15,CD3,14.4608276616574,24.8527746926104
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,13,15,CD3,-13.1298241068218,35.3032964961754
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,10,15,CD3,-12.9978047005746,35.5103702212752
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,4,15,CD3,29.6037626182201,6.79447307598864
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_15min.fcs,20,15,CD3,-0.402597961998315,-46.0119930851181
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,5,2,CD3,21.1113274895451,18.6954943698096
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,17,2,CD3,16.9298041780783,26.6459649575112
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,6,2,CD3,-17.7251307083653,36.546075799396
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,12,2,CD3,18.9312227290015,26.0961977360379
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,7,2,CD3,1.99528807971487,37.2062279395898
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,19,2,CD3,18.880713267426,26.0389378952643
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,11,2,CD3,39.1267165453559,2.58796153211303
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,2,2,CD3,13.9480311037024,30.5931879436247
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,14,2,CD3,4.40213661967716,37.8208866799124
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,8,2,CD3,4.96523048889053,37.2920626661717
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,15,2,CD3,4.28480088018174,37.4428482618383
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,10,2,CD3,-12.6279770193584,36.7579231240929
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,16,2,CD3,-11.845001289264,37.0236640051295
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,18,2,CD3,27.3103398698567,-1.03841008248088
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,3,2,CD3,-17.3499719697399,29.5653755919805
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,1,2,CD3,14.0192875778547,30.4863508780308
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,9,2,CD3,4.22639419800237,37.7734138662411
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,13,2,CD3,-12.5837164664848,36.1807832504728
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,4,2,CD3,29.4930815233245,6.78282188402012
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_2min.fcs,20,2,CD3,0.95852281058545,-45.4015356367304
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,11,30,CD3,37.0755658100939,3.1952542946987
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,9,30,CD3,3.77439508872734,32.2296795773365
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,3,30,CD3,-16.1223724758912,29.3685890402499
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,19,30,CD3,19.6040161951881,22.447553794957
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,7,30,CD3,-0.827038446215622,35.8664731596429
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,16,30,CD3,-13.7493561124452,34.7515228151024
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,15,30,CD3,3.95896062385935,32.7065655539976
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,17,30,CD3,12.2626917046685,24.8708301971149
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,5,30,CD3,9.32208291860032,31.6137935091032
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,13,30,CD3,-14.0925164570215,34.7796971444171
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,6,30,CD3,-16.9009079892331,36.8695083023442
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,10,30,CD3,-14.0234462571347,34.5105575169477
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,12,30,CD3,19.6570594420879,22.3661755405157
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,1,30,CD3,9.9308296110712,31.6446495745175
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,4,30,CD3,28.9938137366419,6.85358070105766
Batch_1_20250917_pTCR_cHCV_Sample4_P3_CD3.28_30min.fcs,2,30,CD3,10.0550445679398,31.7075537229497
